"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"TH.data","TH.data","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1-2",NA,"R (>= 3.5.0), survival, MASS",NA,NA,"trtf, tram, rms, coin, ATR, multcomp, gridExtra, vcd,
colorspace, lattice, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"threejs","threejs","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.3",NA,"R (>= 3.0.0), igraph (>= 1.0.0)","htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats",NA,"maps","knitr, shiny","MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"tibble","tibble","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.2.1",NA,"R (>= 3.4.0)","fansi (>= 0.4.0), lifecycle (>= 1.0.0), magrittr, methods,
pillar (>= 1.8.1), pkgconfig, rlang (>= 1.0.2), utils, vctrs
(>= 0.4.2)",NA,"bench, bit64, blob, brio, callr, cli, covr, crayon (>=
1.3.4), DiagrammeR, dplyr, evaluate, formattable, ggplot2,
here, hms, htmltools, knitr, lubridate, mockr, nycflights13,
pkgbuild, pkgload, purrr, rmarkdown, stringi, testthat (>=
3.0.2), tidyr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"tictoc","tictoc","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2",NA,"R (>= 2.15), methods",NA,NA,"testthat (>= 3.0.0)",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"tidycmprsk","tidycmprsk","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.2.0",NA,"R (>= 3.4)","broom (>= 1.0.1), cli (>= 3.1.0), cmprsk (>= 2.2.10), dplyr
(>= 1.0.7), ggplot2 (>= 3.3.5), gtsummary (>= 1.6.2), hardhat
(>= 0.2.0), purrr (>= 0.3.4), rlang (>= 1.0.0), stringr (>=
1.4.0), survival, tibble (>= 3.1.6), tidyr (>= 1.1.4)",NA,"covr (>= 3.5.1), ggsurvfit, knitr (>= 1.36), spelling,
testthat (>= 3.1.0)",NA,"AGPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"tidygraph","tidygraph","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.3",NA,NA,"tibble, dplyr (>= 0.8.5), igraph (>= 1.3.0), magrittr, utils,
rlang, R6, tools, stats, tidyr, pillar, cli","cpp11","network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"tidymodels","tidymodels","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.0",NA,"R (>= 3.4)","broom (>= 1.0.4), cli (>= 3.6.1), conflicted (>= 1.2.0), dials
(>= 1.2.0), dplyr (>= 1.1.2), ggplot2 (>= 3.4.2), hardhat (>=
1.3.0), infer (>= 1.0.4), modeldata (>= 1.1.0), parsnip (>=
1.1.0), purrr (>= 1.0.1), recipes (>= 1.0.6), rlang (>= 1.1.0),
rsample (>= 1.1.1), rstudioapi (>= 0.14), tibble (>= 3.2.1),
tidyr (>= 1.3.0), tune (>= 1.1.1), workflows (>= 1.1.3),
workflowsets (>= 1.0.1), yardstick (>= 1.2.0)",NA,"covr, glue, knitr, rmarkdown, testthat (>= 3.0.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"tidyquant","tidyquant","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.7",NA,"R (>= 3.5.0), lubridate, PerformanceAnalytics, quantmod (>=
0.4-13)","dplyr (>= 1.0.0), ggplot2, jsonlite, httr, curl, lazyeval,
magrittr, purrr, Quandl, riingo, readr, readxl, alphavantager
(>= 0.1.2), stringr, tibble, tidyr (>= 1.0.0), timetk (>=
2.4.0), timeDate, TTR, xts, rlang, tidyverse, tidyselect",NA,"tibbletime, forcats, broom, knitr, rmarkdown, testthat (>=
2.1.0), scales, Rblpapi, covr, janitor",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"tidyr","tidyr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.0",NA,"R (>= 3.4.0)","cli (>= 3.4.1), dplyr (>= 1.0.10), glue, lifecycle (>= 1.0.3),
magrittr, purrr (>= 1.0.1), rlang (>= 1.0.4), stringr (>=
1.5.0), tibble (>= 2.1.1), tidyselect (>= 1.2.0), utils, vctrs
(>= 0.5.2)","cpp11 (>= 0.4.0)","covr, data.table, knitr, readr, repurrrsive (>= 1.1.0),
rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"tidyselect","tidyselect","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.0",NA,"R (>= 3.4)","cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang
(>= 1.0.4), vctrs (>= 0.4.1), withr",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, stringr,
testthat (>= 3.1.1), tibble (>= 2.1.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"tidytext","tidytext","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.1",NA,"R (>= 2.10)","cli, dplyr, generics, janeaustenr, lifecycle, Matrix, methods,
purrr (>= 0.1.1), rlang (>= 0.4.10), stringr, tibble,
tokenizers, vctrs",NA,"broom, covr, data.table, ggplot2, hunspell, knitr, mallet,
NLP, quanteda, readr, reshape2, rmarkdown, scales, stm,
stopwords, testthat (>= 2.1.0), textdata, tidyr, tm,
topicmodels, vdiffr, wordcloud",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"tidyverse","tidyverse","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.0.0",NA,"R (>= 3.3)","broom (>= 1.0.3), conflicted (>= 1.2.0), cli (>= 3.6.0),
dbplyr (>= 2.3.0), dplyr (>= 1.1.0), dtplyr (>= 1.2.2), forcats
(>= 1.0.0), ggplot2 (>= 3.4.1), googledrive (>= 2.0.0),
googlesheets4 (>= 1.0.1), haven (>= 2.5.1), hms (>= 1.1.2),
httr (>= 1.4.4), jsonlite (>= 1.8.4), lubridate (>= 1.9.2),
magrittr (>= 2.0.3), modelr (>= 0.1.10), pillar (>= 1.8.1),
purrr (>= 1.0.1), ragg (>= 1.2.5), readr (>= 2.1.4), readxl (>=
1.4.2), reprex (>= 2.0.2), rlang (>= 1.0.6), rstudioapi (>=
0.14), rvest (>= 1.0.3), stringr (>= 1.5.0), tibble (>= 3.1.8),
tidyr (>= 1.3.0), xml2 (>= 1.3.3)",NA,"covr (>= 3.6.1), feather (>= 0.3.5), glue (>= 1.6.2), mockr
(>= 0.2.0), knitr (>= 1.41), rmarkdown (>= 2.20), testthat (>=
3.1.6)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"tiff","tiff","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1-11",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"timechange","timechange","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.2.0",NA,"R (>= 3.3)",NA,"cpp11 (>= 0.2.7)","testthat (>= 0.7.1.99), knitr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"timeDate","timeDate","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4022.108",NA,"R (>= 3.6.0)","graphics, utils, stats, methods",NA,"RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"timetk","timetk","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.8.3",NA,"R (>= 3.3.0)","recipes (>= 1.0.4), rsample, dplyr (>= 1.0.0), ggplot2,
forcats, stringr, plotly, lubridate (>= 1.6.0), padr (>=
0.5.2), purrr (>= 0.2.2), readr (>= 1.3.0), stringi (>= 1.4.6),
tibble (>= 3.0.3), tidyr (>= 1.1.0), xts (>= 0.9-7), zoo (>=
1.7-14), rlang (>= 0.4.11), tidyselect (>= 1.1.0), slider,
anytime, timeDate, forecast, tsfeatures, hms, assertthat,
generics",NA,"tidymodels, workflows, parsnip, tune, yardstick, knitr,
rmarkdown, broom, scales, testthat, fracdiff, timeSeries,
tseries, trelliscopejs, roxygen2, covr",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"tinytex","tinytex","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.45",NA,NA,"xfun (>= 0.29)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"TMB","TMB","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.9.4",NA,"R (>= 3.0.0)","graphics, methods, stats, utils, Matrix (>= 1.0-12)","Matrix, RcppEigen","numDeriv, parallel",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"tok","tok","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1.1.9000",NA,"R (>= 4.2.0)","R6, cli",NA,"rmarkdown, testthat (>= 3.0.0), hfhub (>= 0.1.1), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"tokenizers","tokenizers","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.0",NA,"R (>= 3.1.3)","stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)","Rcpp","covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"tools","tools","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4.3.2","base",NA,NA,NA,"codetools, methods, xml2, curl, commonmark, knitr, xfun, mathjaxr, V8",NA,"Part of R 4.3.2",NA,NA,NA,NA,"yes","4.3.2"
"torch","torch","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.11.0.9002",NA,NA,"Rcpp, R6, withr, rlang, methods, utils, stats, bit64,
magrittr, tools, coro (>= 1.0.2), callr, cli (>= 3.0.0), glue,
ellipsis, desc, safetensors (>= 0.1.1), jsonlite","Rcpp","testthat (>= 3.0.0), covr, knitr (>= 1.36), rmarkdown,
palmerpenguins, mvtnorm, numDeriv, katex",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"TOSTER","TOSTER","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.7.1",NA,"R (>= 3.5)","stats, graphics, jmvcore (>= 0.9.6.4), ggplot2, ggdist,
distributional, cowplot, tidyr, utils, R6",NA,"knitr, rmarkdown, broom, car, afex, testthat (>= 3.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"trackdown","trackdown","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.1",NA,"R (>= 3.5)","cli (>= 3.0.0), googledrive (> 1.0.1), rmarkdown",NA,"covr, devtools, gargle, knitr, pagedown, sodium, testthat (>=
3.0.0), vcr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"triebeard","triebeard","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.1",NA,NA,"Rcpp","Rcpp","knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"tseries","tseries","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.10-54",NA,"R (>= 2.10.0)","graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9),
jsonlite",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"tsfeatures","tsfeatures","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1",NA,"R (>= 3.6.0)","fracdiff, forecast (>= 8.3), purrr, RcppRoll (>= 0.2.2),
stats, tibble, tseries, urca, future, furrr",NA,"testthat, knitr, rmarkdown, ggplot2, tidyr, dplyr, Mcomp,
GGally",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"TTR","TTR","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.24.3",NA,NA,"xts (>= 0.10-0), zoo, curl","xts","RUnit","quantmod","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"tune","tune","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.1",NA,"R (>= 3.4)","cli (>= 3.3.0), dials (>= 1.0.0), dplyr (>= 1.0.8), foreach,
generics (>= 0.1.2), ggplot2, glue (>= 1.6.2), GPfit, hardhat
(>= 1.2.0), lifecycle (>= 1.0.0), parsnip (>= 1.0.2), purrr (>=
1.0.0), recipes (>= 1.0.4), rlang (>= 1.0.2), rsample (>=
1.0.0), tibble (>= 3.1.0), tidyr (>= 1.2.0), tidyselect (>=
1.1.2), vctrs (>= 0.6.1), withr, workflows (>= 1.0.0),
yardstick (>= 1.0.0)",NA,"C50, covr, kernlab, kknn, knitr, modeldata, spelling,
testthat (>= 3.0.0), xgboost, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"tweenr","tweenr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.0.2",NA,"R (>= 3.2.0)","farver, magrittr, rlang, vctrs","cpp11 (>= 0.4.2)","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"tzdb","tzdb","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.0",NA,"R (>= 3.5.0)",NA,"cpp11 (>= 0.4.2)","covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"units","units","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.8-2",NA,"R (>= 3.0.2)","Rcpp","Rcpp (>= 0.12.10)","NISTunits, measurements, xml2, magrittr, pillar (>= 1.3.0),
dplyr (>= 1.0.0), vctrs (>= 0.3.1), ggplot2 (> 3.2.1), testthat
(>= 3.0.0), vdiffr, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"UpSetR","UpSetR","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4.0",NA,"R (>= 3.0)","ggplot2, gridExtra, plyr, utils, stats, methods, grDevices,
scales",NA,"knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"urca","urca","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3-3",NA,"R (>= 2.0.0), methods","nlme, graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"urlchecker","urlchecker","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.1",NA,"R (>= 3.3)","cli, curl, tools, xml2",NA,"covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"urltools","urltools","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.7.3",NA,"R (>= 2.10)","Rcpp, methods, triebeard","Rcpp","testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"usethis","usethis","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.2.0",NA,"R (>= 3.6)","cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.2), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 1.1.0), rprojroot (>= 1.2), rstudioapi, stats, utils,
whisker, withr (>= 2.3.0), yaml",NA,"covr, knitr, magick, pkgload, rmarkdown, roxygen2 (>= 7.1.2),
spelling (>= 1.2), styler (>= 1.2.0), testthat (>= 3.1.8)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"utf8","utf8","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.4",NA,"R (>= 2.10)",NA,NA,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"utils","utils","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4.3.2","base",NA,NA,NA,"methods, xml2, commonmark, knitr",NA,"Part of R 4.3.2",NA,NA,NA,NA,"yes","4.3.2"
"uuid","uuid","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1-0",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"V8","V8","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4.3.3",NA,NA,"Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils","Rcpp","testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"vcd","vcd","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4-11",NA,"R (>= 2.10), grid","stats, utils, MASS, grDevices, colorspace, lmtest",NA,"KernSmooth, mvtnorm, kernlab, HSAUR3, coin",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"vctrs","vctrs","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.6.4",NA,"R (>= 3.5.0)","cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.1.0)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown (>= 2.0.1), rmarkdown, testthat (>=
3.0.0), tibble (>= 3.1.3), waldo (>= 0.2.0), withr, xml2,
zeallot",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"vegan","vegan","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.6-4",NA,"permute (>= 0.9-0), lattice, R (>= 3.4.0)","MASS, cluster, mgcv",NA,"parallel, tcltk, knitr, markdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"VIM","VIM","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","6.2.2",NA,"R (>= 3.5.0),colorspace,grid","car, grDevices, magrittr, robustbase, stats, sp,
vcd,MASS,nnet,e1071,methods,Rcpp,utils,graphics,laeken,ranger,
data.table(>= 1.9.4)","Rcpp","dplyr, tinytest, knitr, rmarkdown, reactable, covr, withr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"vipor","vipor","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.5",NA,"R (>= 3.0.0)","stats, graphics",NA,"testthat, beeswarm, lattice, ggplot2, beanplot, vioplot,
ggbeeswarm,",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"viridis","viridis","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.6.4",NA,"R (>= 2.10), viridisLite (>= 0.4.0)","ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, httr, mapproj, vdiffr, svglite (>= 1.2.0),
testthat, covr, rmarkdown, maps, terra",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"viridisLite","viridisLite","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.2",NA,"R (>= 2.10)",NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"visdat","visdat","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.6.0",NA,"R (>= 3.2.2)","ggplot2, tidyr, dplyr, purrr, readr, magrittr, stats, tibble,
glue, forcats, cli, scales",NA,"testthat (>= 3.0.0), plotly (>= 4.5.6), knitr, rmarkdown,
vdiffr, spelling, covr, stringr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"vroom","vroom","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.6.4",NA,"R (>= 3.6)","bit64, cli (>= 3.2.0), crayon, glue, hms, lifecycle (>=
1.0.3), methods, rlang (>= 0.4.2), stats, tibble (>= 2.0.0),
tidyselect, tzdb (>= 0.1.1), vctrs (>= 0.2.0), withr","cpp11 (>= 0.2.0), progress (>= 1.2.1), tzdb (>= 0.1.1)","archive, bench (>= 1.1.0), covr, curl, dplyr, forcats, fs,
ggplot2, knitr, patchwork, prettyunits, purrr, rmarkdown,
rstudioapi, scales, spelling, testthat (>= 2.1.0), tidyr,
utils, waldo, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"waldo","waldo","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.5.1",NA,NA,"cli, diffobj (>= 0.3.4), fansi, glue, methods, rematch2, rlang
(>= 1.0.0), tibble",NA,"covr, R6, testthat (>= 3.0.0), withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"warp","warp","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.2.0",NA,"R (>= 3.2)",NA,NA,"covr, testthat (>= 2.1.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"whisker","whisker","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.1",NA,NA,NA,NA,"markdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"withr","withr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.5.2",NA,"R (>= 3.2.0)","graphics, grDevices, stats",NA,"callr, covr, DBI, knitr, lattice, methods, rlang, rmarkdown
(>= 2.12), RSQLite, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"wk","wk","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.7.3",NA,"R (>= 2.10)",NA,NA,"testthat (>= 3.0.0), vctrs (>= 0.3.0), sf, tibble, readr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"workflows","workflows","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.3",NA,"R (>= 3.4)","cli (>= 3.3.0), generics (>= 0.1.2), glue (>= 1.6.2), hardhat
(>= 1.2.0), lifecycle (>= 1.0.3), modelenv (>= 0.1.0), parsnip
(>= 1.0.3), rlang (>= 1.0.3), tidyselect (>= 1.2.0), vctrs (>=
0.4.1)",NA,"butcher (>= 0.2.0), covr, dials (>= 1.0.0), knitr, magrittr,
modeldata (>= 1.0.0), recipes (>= 1.0.0), rmarkdown, testthat
(>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"workflowsets","workflowsets","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.1",NA,"R (>= 3.5)","cli, dplyr (>= 1.0.0), generics (>= 0.1.2), ggplot2, glue,
hardhat (>= 1.2.0), lifecycle (>= 1.0.0), parsnip (>= 1.0.0),
pillar (>= 1.7.0), prettyunits, purrr, rlang, rsample (>=
0.0.9), stats, tibble (>= 3.1.0), tidyr, tune (>= 1.1.0),
vctrs, withr, workflows (>= 1.0.0)",NA,"covr, dials (>= 0.1.0), finetune, kknn, knitr, modeldata,
recipes (>= 1.0.0), rmarkdown, spelling, testthat (>= 3.0.0),
tidyclust, yardstick (>= 1.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"xfun","xfun","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.39",NA,NA,"stats, tools",NA,"testit, parallel, codetools, rstudioapi, tinytex (>= 0.30),
mime, markdown (>= 1.5), knitr (>= 1.42), htmltools, remotes,
pak, rhub, renv, curl, jsonlite, magick, yaml, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"XML","XML","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.99-0.14",NA,"R (>= 4.0.0), methods, utils",NA,NA,"bitops, RCurl",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"xml2","xml2","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.5",NA,"R (>= 3.1.0)","methods",NA,"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"xmlparsedata","xmlparsedata","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.5",NA,"R (>= 3.0.0)",NA,NA,"covr, testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"xopen","xopen","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.0",NA,"R (>= 3.1)","processx",NA,"ps, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"xtable","xtable","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.8-4",NA,"R (>= 2.10.0)","stats, utils",NA,"knitr, plm, zoo, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"xts","xts","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.13.1",NA,"R (>= 3.6.0), zoo (>= 1.7-12)","methods","zoo","timeSeries, timeDate, tseries, chron, tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"yaml","yaml","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.3.7",NA,NA,NA,NA,"RUnit",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"yardstick","yardstick","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.0",NA,"R (>= 3.4.0)","cli, dplyr (>= 1.1.0), generics (>= 0.1.2), hardhat (>=
1.3.0), lifecycle (>= 1.0.3), rlang (>= 1.0.6), tibble,
tidyselect (>= 1.2.0), utils, vctrs (>= 0.5.0)",NA,"covr, crayon, ggplot2, knitr, probably (>= 0.0.6), rmarkdown,
survival (>= 3.5-0), testthat (>= 3.0.0), tidyr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"yesno","yesno","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1.2",NA,"R (>= 3.3)","utils",NA,"testthat, covr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"yulab.utils","yulab.utils","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.0.6",NA,NA,"stats, utils",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.3.0"
"zeallot","zeallot","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1.0",NA,NA,NA,NA,"testthat, knitr, rmarkdown, purrr, magrittr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"zip","zip","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.3.0",NA,NA,NA,NA,"covr, processx, R6, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
